2024,6,22,0,0,322,10.8,13.4,99,99,99,999,9999,999,11.9,999,99,99
2024,6,22,0,10,329,10.9,13.4,2.14,7.69,5.49,316,9999,999,11.9,999,99,99
2024,6,22,0,20,326,10.7,13,99,99,99,999,9999,999,11.9,999,99,99
2024,6,22,0,30,323,10.3,13.7,99,99,99,999,9999,999,11.9,999,99,99
2024,6,22,0,40,325,9.3,11.7,2.22,7.69,5.59,307,9999,999,11.9,999,99,99
2024,6,22,0,50,328,9.6,12.4,99,99,99,999,9999,999,11.9,999,99,99
2024,6,22,1,0,328,10.2,12.6,99,99,99,999,9999,999,11.9,999,99,99
2024,6,22,1,10,326,10.6,13.3,2.14,8.33,5.55,305,9999,999,11.9,999,99,99
2024,6,22,1,20,326,10,12.4,99,99,99,999,9999,999,11.9,999,99,99
2024,6,22,1,30,323,10.1,12.5,99,99,99,999,9999,999,11.8,999,99,99
2024,6,22,1,40,330,9.8,12.1,2.33,8.33,5.69,314,9999,999,11.9,999,99,99
2024,6,22,1,50,326,10.1,12.6,99,99,99,999,9999,999,11.8,999,99,99
2024,6,22,2,0,325,10.5,12.7,99,99,99,999,9999,999,11.8,999,99,99
2024,6,22,2,10,326,10.4,13,2.38,9.09,5.75,311,9999,999,11.8,999,99,99
2024,6,22,2,20,329,9.4,12.3,99,99,99,999,9999,999,11.8,999,99,99
2024,6,22,2,30,332,10.3,12.3,99,99,99,999,9999,999,11.8,999,99,99
2024,6,22,2,40,331,9.5,11.8,2.4,9.09,5.81,311,9999,999,11.8,999,99,99
2024,6,22,2,50,329,9.7,12,99,99,99,999,9999,999,11.8,999,99,99
2024,6,22,3,0,333,9,11.4,99,99,99,999,9999,999,11.8,999,99,99
2024,6,22,3,10,331,8.6,10.9,2.25,9.09,5.85,315,9999,999,11.8,999,99,99
2024,6,22,3,20,330,9.4,11.7,99,99,99,999,9999,999,11.8,999,99,99
2024,6,22,3,30,328,8.9,11.1,99,99,99,999,9999,999,11.8,999,99,99
2024,6,22,3,40,323,9.7,11.7,2.27,8.33,5.69,316,9999,999,11.8,999,99,99
2024,6,22,3,50,321,9.2,11.5,99,99,99,999,9999,999,11.8,999,99,99
2024,6,22,4,0,332,8.9,10.8,99,99,99,999,9999,999,11.8,999,99,99
2024,6,22,4,10,328,8.7,10.5,2.06,9.09,5.65,309,9999,999,11.8,999,99,99
2024,6,22,4,20,326,7.8,10,99,99,99,999,9999,999,11.8,999,99,99
2024,6,22,4,30,328,8.1,10.3,99,99,99,999,9999,999,11.8,999,99,99
2024,6,22,4,40,329,7.9,10.1,2.08,8.33,5.8,309,9999,999,11.8,999,99,99
2024,6,22,4,50,317,8,9.8,99,99,99,999,9999,999,11.8,999,99,99
2024,6,22,5,0,328,7.9,9.7,99,99,99,999,9999,999,11.8,999,99,99
2024,6,22,5,10,326,8.3,10,2.09,8.33,5.84,317,9999,999,11.8,999,99,99
2024,6,22,5,20,320,8.4,10.6,99,99,99,999,9999,999,11.8,999,99,99
2024,6,22,5,30,320,8.1,10.7,99,99,99,999,9999,999,11.8,999,99,99
2024,6,22,5,40,316,7.8,9.5,2.16,8.33,5.94,307,9999,999,11.8,999,99,99
2024,6,22,5,50,313,7.7,9.6,99,99,99,999,9999,999,11.8,999,99,99
2024,6,22,6,0,327,7.5,9.1,99,99,99,999,9999,999,11.8,999,99,99
2024,6,22,6,10,314,8.1,9.7,1.99,9.09,5.95,320,9999,999,11.8,999,99,99
2024,6,22,6,20,318,8,10.1,99,99,99,999,9999,999,11.8,999,99,99
2024,6,22,6,30,332,7.8,9.5,99,99,99,999,9999,999,11.8,999,99,99
